time,vol
10,120.111669922282
50,114.620841179271
90,102.853056562392
130,86.7269972010909
170,73.1676884677675
210,60.604954114092
250,51.1021440568965
289,43.9980454682634
330,40.544255829241
369,42.5209075643396
410,46.7745214729081
450,53.0793371177046
490,64.4868591697122
529,76.8237957750368
569,87.7112251814628
610,94.7612987942109
650,100.170091698582
690,101.230922395889
729,108.451975706392
769,120.697458865288
